0.705,0.648,4,-10.467,0,0.141,0.00476,0.000595,0.373,0.398,130.037,155350,4,27,No Teeth
0.69,0.76,1,-5.431,1,0.0895,0.0525,0,0.134,0.0797,125.013,154929,4,28,Bang Ya Fucking Head
0.799,0.966,0,-4.586,1,0.366,0.089,0,0.658,0.864,139.967,137221,4,29,BLUE JUICE
0.936,0.476,1,-11.439,1,0.403,0.0139,0,0.402,0.363,121.979,175543,4,30,Loch Ness
0.838,0.634,8,-8.076,1,0.0931,0.00537,0,0.111,0.224,114.771,168202,4,31,Hold Uh
0.964,0.51,1,-7.003,1,0.242,0.000214,0.000006,0.0549,0.474,130.028,136650,4,32,Bone Saw
0.83,0.387,10,-12.908,0,0.345,0.0858,0.407,0.0926,0.561,120.006,132193,4,33,Coffin Wave
0.455,0.525,5,-12.692,0,0.0455,0.136,0.734,0.125,0.279,119.999,159974,4,34,OhNo!
0.748,0.573,9,-9.907,1,0.0543,0.484,0.000003,0.0929,0.193,117.962,195875,4,35,TheArtOfCremation
0.745,0.688,6,-9.263,0,0.103,0.264,0.00906,0.077,0.522,114.997,107750,5,36,OakGroveRoad
0.722,0.519,0,-12.871,1,0.0516,0.0253,0.0114,0.189,0.128,199.974,143833,4,37,WhatWasThat
0.657,0.473,1,-12.051,1,0.0368,0.232,0.026,0.108,0.153,150.029,114500,4,38,FunnyToSeeYouHere
0.936,0.474,1,-9.694,1,0.393,0.0213,0,0.111,0.168,129.999,166910,4,39,John Dee
0.765,0.62,10,-7.338,0,0.14,0.0643,0.00019,0.16,0.218,219.808,131350,4,40,Kybalion
0.65,0.952,11,-2.686,1,0.5,0.0912,0.351,0.337,0.256,209.998,122211,3,41,Killer
0.386,0.936,7,-5.551,1,0.604,0.101,0.00192,0.381,0.193,190.15,197053,4,42,608
0.563,0.68,0,-5.953,1,0.39,0.236,0.000033,0.122,0.0396,180.218,110000,3,43,Eternal Dreams
0.777,0.902,1,-3.915,1,0.349,0.0905,0,0.275,0.462,129.985,134844,4,44,Nightmare Choir (I Been Asleep Too Long)
0.607,0.749,2,-4.497,1,0.0728,0.00641,0.0000766,0.234,0.18,121.829,126224,4,45,Exodus
0.628,0.573,1,-8.161,1,0.0673,0.00362,0,0.0874,0.0387,115.503,132702,3,46,Vengeance
0.468,0.325,1,-8.267,1,0.245,0.115,0.726,0.109,0.0387,191.186,90645,3,47,Claustrophobia
0.512,0.44,1,-7.816,1,0.233,0.00386,0.000003,0.233,0.132,207.992,86805,1,48,Rearranged
0.504,0.48,3,-8.885,1,0.045,0.832,0.000252,0.101,0.878,173.993,176901,4,49,Paralax
0.608,0.662,1,-8.474,1,0.0338,0.0246,0.000008,0.0409,0.0637,117.031,98482,4,50,Exsanguination
0.783,0.684,5,-7.435,1,0.0358,0.00873,0.000548,0.222,0.173,141.037,117447,4,51,Mutiny
0.668,0.479,10,-7.321,0,0.0436,0.0612,0.408,0.12,0.102,162.12,128888,4,52,Centipede
0.528,0.617,8,-6.123,1,0.0657,0.202,0.153,0.146,0.0356,119.047,199664,4,53,Грустная сука
0.796,0.756,8,-2.244,1,0.0572,0.0059,0.00679,0.128,0.0292,120.01,112000,4,54,This World Is Sick
0.299,0.381,3,-6.951,0,0.038,0.445,0.0023,0.0932,0.0392,136.462,234000,1,55,Пламя
0.644,0.64,8,-7.877,1,0.0688,0.00329,0,0.146,0.175,217.888,125048,3,56,02:45
0.473,0.843,1,-5.981,1,0.225,0.00345,0.0000253,0.102,0.24,143.294,183536,4,57,who is he
0.471,0.618,10,-9.965,0,0.108,0.0219,0.00664,0.16,0.0392,110.337,125500,4,58,Sleeping
0.665,0.446,1,-14.845,1,0.172,0.069,0.000019,0.323,0.117,115.282,156048,4,59,Timeless
0.812,0.707,10,-6.815,0,0.0752,0.236,0,0.587,0.248,219.984,175203,4,60,Pound for Pound
0.262,0.897,4,-2.712,0,0.398,0.0237,0,0.11,0.253,199.651,153104,4,61,Finger Trembling
0.571,0.865,8,-4.99,1,0.0397,0.0042,0.207,0.0906,0.177,150.017,166426,4,62,Overload
0.753,0.679,5,-7.092,0,0.0349,0.324,0.0000421,0.423,0.19,211.954,145078,4,63,Kill Yourself (Part III)
0.935,0.429,1,-6.697,1,0.118,0.0308,0,0.102,0.0769,139.987,123481,4,64,2nd Hand
0.726,0.634,2,-6.844,1,0.0792,0.553,0.000004,0.0916,0.318,211.95,126850,5,65,Antarctica
0.854,0.98,1,-1.181,1,0.0569,0.263,0.00053,0.548,0.255,220.002,122000,4,66,Memoirs Of A Gorilla
0.526,0.62,8,-7.244,0,0.281,0.067,0.000241,0.139,0.187,112.027,205766,4,67,Runnin' Thru The 7th With My Woadies
0.84,0.444,3,-10.58,0,0.211,0.532,0.000884,0.0623,0.376,131.999,145636,4,68,Mount Sinai
0.818,0.576,0,-7.588,0,0.162,0.29,0,0.105,0.285,192.378,150187,3,69,FUCKTHEPOPULATION
0.881,0.903,8,-0.955,1,0.0813,0.267,0.00253,0.109,0.272,119.994,131500,4,70,Magazine
0.77,0.623,8,-7.025,0,0.0569,0.0601,0,0.117,0.0947,134.974,199100,4,71,2 Hot 4 U (feat. $Uicdeboy$)
0.8,0.505,0,-6.54,1,0.115,0.0206,0.000021,0.198,0.179,114.972,128418,4,72,O Pana!
0.781,0.493,1,-7.649,1,0.0522,0.0717,0.586,0.123,0.0383,212.022,133747,4,73,LTE
0.817,0.911,0,-2.153,1,0.0455,0.187,0.00173,0.42,0.34,119.989,116000,3,74,Champion Of Death
0.814,0.74,10,-5.438,0,0.0947,0.11,0.0000228,0.12,0.191,120.098,183937,4,75,Seppuku (feat. Suicideboy$ & Jgrxxn)
0.678,0.77,6,-3.206,0,0.145,0.125,0,0.184,0.284,150.018,133903,4,76,You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening)
0.755,0.788,0,-4.572,1,0.216,0.0355,0,0.311,0.465,140.055,137195,4,77,Slip On A Banana Clip
0.81,0.524,5,-6.705,1,0.0441,0.0444,0.714,0.105,0.155,122.016,118236,4,78,A Death In The Ocean Would Be Beautiful
0.806,0.702,0,-6.643,1,0.0688,0.274,0.138,0.323,0.182,211.95,126874,3,79,Shattered Amethyst
0.89,0.74,1,-4.303,1,0.223,0.318,0.000012,0.244,0.436,130.012,112500,4,80,Goosebumps
0.909,0.573,5,-6.856,1,0.181,0.0332,0.0163,0.657,0.392,144.946,134271,4,81,Venom
0.735,0.933,1,-2.151,0,0.0788,0.0185,0.0108,0.1,0.116,129.988,281538,4,82,Bury Me
0.698,0.987,8,-0.734,0,0.167,0.0226,0.000558,0.343,0.266,129.763,92308,4,83,Hack Slash
0.577,0.692,11,-5.96,1,0.64,0.372,0.0596,0.0989,0.0658,144.702,122483,4,84,2000 Rounds
0.827,0.771,0,-4.374,1,0.318,0.0456,0,0.109,0.545,149.867,166452,4,85,Sea Sick
0.68,0.707,2,-5.133,1,0.127,0.00914,0.00638,0.097,0.228,159.941,149804,4,86,Grain
0.721,0.899,10,-4.07,0,0.057,0.0116,0.000025,0.126,0.0385,142.018,141972,4,87,Beware, the Sirens
0.777,0.812,8,-5.146,1,0.0447,0.26,0.264,0.185,0.452,139.961,140613,3,88,Kali Yuga
0.579,0.813,7,-4.573,1,0.367,0.0605,0.00003,0.365,0.312,215.218,135822,4,89,Hexada
0.86,0.524,11,-4.698,1,0.0729,0.578,0.96,0.0993,0.142,114.946,148939,4,90,Caligula
0.425,0.508,8,-10.01,1,0.13,0.0639,0.181,0.244,0.0679,130.837,142232,4,91,Niagara (feat. Lil Peep)
0.494,0.695,1,-10.566,1,0.751,0.00421,0.0158,0.223,0.0722,155.01,197077,4,92,Scrying Through Shattered Glass
0.649,0.772,11,-5.332,0,0.133,0.717,0.00305,0.103,0.0294,219.946,219749,4,93,Polaris
0.814,0.758,0,-6.512,1,0.384,0.185,0.091,0.204,0.82,159.94,131590,4,94,Rapture
0.37,0.856,7,-5.489,1,0.401,0.403,0.00967,0.18,0.0755,158.764,236301,5,95,Blackmage
0.888,0.906,1,-4.028,1,0.365,0.221,0.000474,0.266,0.477,125.033,137822,4,96,Tartarus
0.816,0.62,11,-7.804,1,0.51,0.255,0.000011,0.251,0.265,144.981,184733,3,97,Until the Light Takes Us
0.713,0.839,4,-6.377,0,0.349,0.00417,0.706,0.106,0.0369,150.004,149230,4,98,As Above so Look out Below
0.449,0.645,4,-4.784,0,0.0366,0.00956,0.00846,0.107,0.0589,219.692,207442,4,99,Swan
0.923,0.94,9,-5.828,1,0.16,0.0204,0.00001,0.136,0.839,139.804,187260,4,100,Sneak Diss (feat. So6ix)
0.832,0.802,11,-4.039,0,0.22,0.343,0.00361,0.139,0.178,220.012,166798,4,101,Plague Doctor Mask
0.569,0.712,1,-4.911,0,0.347,0.378,0.000034,0.144,0.0711,157.231,145451,1,102,Some of Us May Never See the World
0.476,0.825,6,-3.941,1,0.0379,0.000074,0.000065,0.115,0.43,168.298,111491,3,103,Filth
0.403,0.696,10,-5.956,0,0.236,0.00114,0.265,0.0722,0.0696,179.998,272562,4,104,Homecoming
0.836,0.706,1,-4.065,1,0.0497,0.000052,0,0.0927,0.0374,120.045,76042,3,105,Blood
0.818,0.709,11,-4.425,1,0.269,0.00511,0,0.259,0.452,120.058,136777,4,106,Sweat
0.849,0.522,1,-5.514,1,0.151,0.0019,0,0.209,0.0582,119.975,138266,4,107,Tears
0.703,0.536,11,-4.323,1,0.297,0.000883,0.0112,0.139,0.161,180.048,107050,4,108,Anabolic
0.708,0.298,7,-16.427,1,0.0578,0.698,0.772,0.304,0.118,124.863,139375,4,109,HDMI
0.852,0.721,3,-7.4,0,0.0751,0.354,0.000645,0.11,0.803,136.07,140187,4,110,Dirt
0.694,0.514,1,-11.063,0,0.0449,0.0336,0.000164,0.115,0.136,120.011,142000,4,111,Oxygen
0.595,0.333,6,-13.235,1,0.0416,0.474,0.0268,0.0998,0.105,124.993,123167,4,112,Branches
0.721,0.803,7,-9.115,0,0.0822,0.557,0.000045,0.109,0.175,161.502,178167,4,113,CtrlAltDelete
0.846,0.616,5,-7.82,1,0.0669,0.0129,0.00309,0.101,0.133,125.975,106250,4,114,BlastZone (ЗонаПоражения)
0.76,0.576,1,-8.238,1,0.0491,0.11,0.000003,0.194,0.184,218.082,140750,4,115,CharacterSelect (ВыборПерсонажа)
0.529,0.817,8,-10.039,0,0.0945,0.0198,0.00004,0.178,0.181,120.01,128261,4,116,RestInPeace (Prod. by The Virus And Antidote)
0.559,0.514,1,-8.78,1,0.0523,0.0203,0.000109,0.0982,0.0911,139.614,123500,3,117,BlackMold
0.965,0.59,5,-8.639,0,0.0619,0.607,0,0.0917,0.462,129.004,144735,4,118,Toxin
0.596,0.881,4,-4.566,0,0.269,0.00319,0.000002,0.0798,0.235,172.139,67030,4,119,Electric
0.712,0.982,1,-2.386,1,0.289,0.0127,0,0.147,0.549,208.096,115383,4,120,Cranium
0.697,0.873,4,-3.189,1,0.206,0.137,0,0.22,0.545,132.999,151667,4,121,Friday
0.841,0.516,2,-12.32,1,0.28,0.0892,0,0.0781,0.26,120.007,152137,4,122,Hooky
0.739,0.463,0,-5.451,0,0.293,0.00673,0,0.423,0.0457,200.092,175386,4,123,Kalaxian Crystals
0.865,0.891,0,-5.618,0,0.265,0.0866,0,0.0842,0.671,200.074,125048,4,124,Slurp
0.775,0.634,0,-7.535,1,0.105,0.176,0.000002,0.0628,0.521,200.064,184189,4,125,BROKE ft. Prohibeo
0.739,0.498,0,-7.448,1,0.371,0.136,0,0.0939,0.231,139.867,164807,4,126,Lies
0.725,0.578,10,-8.311,0,0.0864,0.0259,0.000117,0.387,0.0595,129.961,133068,4,127,Terry McGinnis
0.63,0.876,10,-4.871,0,0.189,0.0166,0,0.223,0.256,210.134,150831,4,128,Gremlin
0.704,0.838,11,-4.042,1,0.29,0.0854,0,0.102,0.348,119.866,218201,4,129,Giant Squit
0.735,0.811,0,-3.735,1,0.0601,0.11,0.164,0.528,0.42,207.852,100807,4,130,You Are Not Like Us
0.864,0.727,10,-5.996,1,0.1,0.0229,0,0.295,0.599,119.987,159242,4,131,Arachnids
0.48,0.984,3,-0.726,1,0.264,0.0484,0,0.472,0.393,139.958,92918,4,132,Give Ah Fuck
0.726,0.823,1,-4.666,1,0.115,0.00353,0,0.707,0.156,129.992,110793,4,133,Death Wish
0.755,0.765,10,-7.256,0,0.288,0.0272,0,0.565,0.401,219.89,144018,4,134,Allergies
0.881,0.445,1,-9.83,1,0.107,0.00209,0.0647,0.114,0.0379,124.972,138240,4,135,Cut Throat
0.849,0.98,1,-0.964,1,0.0575,0.254,0.000787,0.551,0.295,219.988,122182,4,136,Memoirs of a Gorilla
0.602,0.762,2,-6.149,0,0.0347,0.0498,0.00819,0.121,0.112,184.04,159987,4,137,Benz Truck (гелик)
0.924,0.543,7,-6.612,1,0.0854,0.432,0.000073,0.11,0.104,199.994,183159,4,138,Norf Norf
0.919,0.493,1,-8.81,1,0.0613,0.14,0.000002,0.122,0.159,216.152,126768,4,139,Dat $tick
0.848,0.663,8,-5.606,0,0.245,0.523,0,0.108,0.333,133.993,255413,4,140,RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)
0.475,0.788,10,-4.851,0,0.342,0.231,0,0.128,0.26,206.056,237101,4,141,Crazy
0.762,0.41,8,-11.979,1,0.0551,0.278,0.000034,0.157,0.0813,200.094,271404,4,142,Still Cold / Pathway Private
0.789,0.623,6,-8.337,0,0.138,0.242,0,0.0835,0.678,203.982,151629,4,143,The Chills
0.756,0.794,0,-4.539,1,0.208,0.0362,0,0.314,0.474,140.036,137195,4,144,Slip on a Banana Clip
0.799,0.546,9,-6.081,1,0.323,0.185,0.000003,0.0836,0.736,150.008,182647,4,145,Lights
0.931,0.273,5,-11.723,0,0.176,0.00946,0,0.137,0.0603,119.956,150100,4,146,Akina Speed Star
0.898,0.547,3,-5.707,0,0.313,0.484,0.00001,0.37,0.763,200.02,198133,4,147,Big Fish
0.835,0.559,5,-5.617,1,0.0327,0.00177,0.00006,0.116,0.267,133.052,144812,4,148,The Bodies Fall Just Like the Leaves
0.716,0.745,1,-6.374,1,0.318,0.216,0,0.103,0.0971,208.054,168883,4,149,Story: No Title
0.723,0.459,11,-10.259,1,0.239,0.00096,0,0.11,0.313,139.972,197143,4,150,P.S Fuck You Cunt (feat. Lil Peep)
0.849,0.736,9,-6.661,1,0.147,0.00493,0,0.0757,0.271,147.904,173479,4,151,Torch
0.762,0.509,1,-7.354,1,0.0631,0.148,0,0.155,0.0671,120.054,175465,4,152,Buff Squad (feat. Pouya, Shakewell & Germ)
0.756,0.74,1,-4.531,1,0.0563,0.00834,0.171,0.646,0.308,123.049,171782,4,153,Sarcophagus III (feat. $Uicideboy$)
0.727,0.846,8,-3.555,1,0.194,0.0245,0,0.143,0.529,131.984,145568,4,154,Virginia Tech
0.783,0.497,1,-7.652,1,0.0508,0.0716,0.6,0.124,0.0381,212.026,133748,4,155,Lte
0.841,0.576,0,-7.593,0,0.125,0.289,0,0.105,0.278,192.008,150205,3,156,Fuckthepopulation
0.685,0.402,0,-8.076,0,0.0734,0.208,0.0206,0.402,0.107,119.917,104230,4,157,Gloss of Blood
0.556,0.449,7,-10.363,1,0.227,0.0807,0.0372,0.446,0.484,179.968,203960,4,158,100
0.625,0.45,9,-9.985,1,0.0311,0.0776,0.000217,0.117,0.0362,185.948,206472,3,159,Dark Light
0.8,0.824,8,-5.159,1,0.0604,0.0128,0.000221,0.0527,0.462,150.023,128000,4,160,But Wait, There's More (feat. $uicideBoy$)
0.734,0.724,11,-5.648,1,0.267,0.0133,0,0.248,0.256,170.05,203294,4,161,Great Influence
0.777,0.742,5,-8.223,1,0.289,0.165,0,0.0957,0.605,125,130638,4,162,It Don't Matter
0.733,0.66,4,-6.87,0,0.0436,0.0219,0,0.151,0.259,138.034,227027,4,163,absolute in doubt
0.803,0.789,10,-3.434,0,0.0383,0.0304,0,0.378,0.647,119.999,106021,4,164,Boss
0.649,0.538,0,-9.793,0,0.0918,0.0483,0.401,0.0928,0.355,160.075,150000,4,165,Look at Me Now
0.58,0.867,11,-4.031,0,0.165,0.0152,0.182,0.14,0.482,159.95,128109,4,166,Bulletproof
0.801,0.679,4,-8.747,0,0.0527,0.17,0.000009,0.188,0.483,130.015,227115,4,167,Contraband
0.677,0.655,7,-5.541,1,0.0433,0.0027,0.276,0.162,0.146,200.238,196827,4,168,Deira City Centre
0.623,0.716,11,-7.449,0,0.207,0.22,0.000003,0.113,0.203,116.914,270000,4,169,Kyoto
0.797,0.542,9,-7.324,1,0.346,0.018,0,0.0838,0.313,155.862,110769,4,170,Pull Out Game
0.85,0.542,0,-6.923,1,0.231,0.53,0,0.0774,0.595,120.037,238853,4,171,Bird Is The Word
0.743,0.411,2,-7.343,1,0.376,0.254,0,0.292,0.339,119.693,140657,4,172,Life Is Short
0.876,0.759,11,-1.889,1,0.0513,0.0224,0.000675,0.475,0.271,113.996,168490,4,173,Here We Go Again
0.665,0.827,1,-5.597,1,0.147,0.13,0,0.351,0.12,143.026,201399,4,174,Bloodshed
0.81,0.585,9,-7.037,0,0.288,0.248,0.0115,0.0959,0.281,139.968,137107,4,175,Wassup Bro!
0.618,0.743,1,-4.458,1,0.234,0.0191,0.0232,0.452,0.249,120.16,151690,4,176,ACT 2 - BirthOfTheSpaceGod
0.622,0.859,9,-1.541,1,0.213,0.0342,0,0.0797,0.296,173.994,115862,4,177,Grey Tee
0.674,0.646,0,-9.423,1,0.4,0.117,0,0.104,0.222,160.028,123000,4,178,Sleeping Bag
0.628,0.53,10,-9.663,0,0.0855,0.0608,0,0.0642,0.203,190.012,162000,4,179,Afterlife
0.877,0.655,1,-5.3,1,0.0769,0.00181,0,0.0948,0.119,127.947,120059,3,180,King Cobra (Drippin')
0.585,0.895,11,-3.663,0,0.136,0.0505,0.00423,0.32,0.181,119.904,193567,4,181,Heart Attack
0.717,0.925,0,-4.246,1,0.311,0.244,0,0.287,0.412,137.989,212245,4,182,Chain$Aw
0.714,0.853,5,-4.9,0,0.304,0.205,0,0.116,0.178,204.068,220656,4,183,King, Scar.
0.473,0.772,10,-6.332,0,0.317,0.0212,0,0.399,0.303,130.32,307905,4,184,P.T.S.D
0.767,0.637,3,-7.859,1,0.442,0.0673,0,0.105,0.536,160.123,136500,4,185,Brand New
0.719,0.704,1,-5.23,1,0.093,0.138,0,0.0753,0.0808,113.007,297273,4,186,Jukai
0.85,0.458,1,-6.623,1,0.206,0.00487,0,0.122,0.419,141.997,180454,4,187,Philosopher's Throne
0.672,0.574,9,-4.663,1,0.0993,0.0303,0.000002,0.18,0.106,206.038,246773,4,188,PRBLMS
0.758,0.716,1,-6.621,1,0.346,0.607,0.0000952,0.0653,0.565,189.872,152999,4,189,Back At It
0.76,0.774,9,-6.593,1,0.172,0.00972,0.000701,0.199,0.493,148,191897,4,190,Fuck a Hoe (feat. $Uicideboy$)
0.508,0.417,10,-8.699,0,0.0335,0.0231,0.00207,0.128,0.337,193.92,126380,4,191,Broken
0.869,0.572,1,-9.086,1,0.55,0.0493,0,0.103,0.658,152.11,114495,4,192,3 Xans
0.985,0.525,7,-10.637,1,0.185,0.0631,0,0.116,0.425,120.011,89234,4,193,LoyaltyRunsDeepInDaLongRun
0.738,0.712,10,-6.273,0,0.0897,0.0226,0,0.0773,0.358,149.005,161493,4,194,Skywalker
0.675,0.574,6,-8.066,1,0.0559,0.0121,0.000011,0.108,0.482,135.037,155693,4,195,White Wine
0.876,0.726,8,-7.573,0,0.101,0.0489,0.00004,0.366,0.775,112.002,211331,4,196,Smoke Break
0.725,0.554,1,-10.66,1,0.0858,0.163,0.000004,0.489,0.231,120.08,233932,4,197,Louis V
0.89,0.422,7,-7.894,0,0.113,0.235,0,0.0925,0.374,129.998,135361,4,198,Fuck A Swisher
0.849,0.413,0,-9.274,0,0.346,0.00286,0.000086,0.106,0.458,170.096,98655,4,199,RampartRange
0.695,0.686,9,-8.147,0,0.0478,0.000424,0.0023,0.365,0.354,210.438,93447,4,200,Floor 555
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,189.962,175230,4,201,Plug Walk
0.463,0.632,7,-9.577,1,0.0525,0.393,0,0.127,0.0894,163.71,100260,4,202,Haunt U
0.709,0.362,11,-13.556,1,0.249,0.165,0.000132,0.107,0.455,146.023,187681,4,203,Buttcheeks
0.771,0.566,1,-5.607,1,0.264,0.0939,0.000011,0.109,0.232,146.098,134795,4,204,Back off Me
0.136,0.821,3,-5.454,1,0.16,0.0965,0.0291,0.325,0.0362,192.94,101983,3,205,Intro.Desolation
0.476,0.495,7,-6.095,1,0.0242,0.000033,0.915,0.506,0.114,180,137231,4,206,The Singularity
0.499,0.893,5,-5.803,1,0.14,0.0731,0.000001,0.0907,0.108,115.044,162261,4,207,D(R)Ead
0.851,0.634,11,-8.672,0,0.196,0.26,0.882,0.0766,0.0399,135.017,162614,4,208,Trench Coat
0.241,0.928,10,-2.018,1,0.0543,0.000033,0,0.612,0.403,120.229,107822,5,209,I've Seen Satan, He Has Dreadlocks
0.622,0.635,0,-6.501,0,0.0418,0.651,0.000008,0.119,0.602,119.922,150017,4,210,Your Desire
0.745,0.703,7,-10.077,1,0.149,0.0345,0.000003,0.095,0.402,144.933,92690,4,211,Byberry
0.855,0.659,2,-5.867,1,0.092,0.0773,0,0.0957,0.736,119.989,152000,4,212,Benadrylled
0.549,0.44,4,-12.024,0,0.472,0.632,0.000779,0.0909,0.132,218.41,300831,4,213,Dream Journal
0.702,0.567,11,-10.223,0,0.197,0.604,0.00003,0.359,0.195,120.081,195713,4,214,Hannah Baker
0.53,0.732,1,-5.921,1,0.235,0.0608,0.000073,0.073,0.458,132.022,178182,4,215,20
0.726,0.549,7,-7.115,1,0.0925,0.00587,0.0000362,0.345,0.0855,138.038,159468,4,216,Whatever
0.708,0.423,2,-7.583,1,0.0555,0.0156,0.000113,0.136,0.0712,124.989,144960,4,217,Nightstalker
0.66,0.604,0,-7,1,0.421,0.247,0.000128,0.196,0.435,155.196,114177,4,218,Headfuck
0.447,0.652,1,-3.729,1,0.0315,0.0432,0.00371,0.184,0.0367,117.009,161178,3,219,sleep at night
0.278,0.47,2,-15.062,1,0.0456,0.00009,0.00235,0.148,0.0775,137.961,202286,5,220,Pulling Teeth
0.321,0.949,0,-7.297,0,0.555,0.00334,0.217,0.579,0.196,154.996,174587,4,221,AI
0.542,0.923,9,-5.924,1,0.306,0.00334,0.505,0.397,0.321,149.883,113333,4,222,Lazaretto
0.688,0.658,1,-4.155,1,0.0695,0.105,0.000002,0.335,0.28,151.23,226397,4,223,coordinate
0.953,0.38,8,-4.941,1,0.261,0.00957,0,0.127,0.128,133.941,116847,4,224,Rocket Ship
0.881,0.742,0,-3.736,1,0.0535,0.14,0.000002,0.156,0.432,116.997,184782,4,225,Trap (feat. Lil Baby)
0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4,226,Drip Too Hard (Lil Baby & Gunna)
0.705,0.619,1,-5.862,1,0.085,0.143,0,0.176,0.465,146.027,237240,4,227,Snow Globe (feat. NAV) - Remix
0.782,0.449,11,-10.708,0,0.364,0.268,0.000041,0.111,0.34,116.056,120000,4,228,1000
0.643,0.82,11,-6.281,1,0.174,0.186,0.000009,0.101,0.266,153.102,163149,4,229,Henny
0.73,0.581,6,-5.833,0,0.0828,0.0295,0.000013,0.106,0.359,137.98,180867,4,230,Droptop in the Rain (feat. Tory Lanez)
0.648,0.543,4,-9.082,0,0.213,0.126,0,0.101,0.192,159.927,216008,4,231,Flexin
0.481,0.604,5,-6.299,0,0.377,0.149,0,0.162,0.257,160.078,182959,4,232,HOOD
0.738,0.581,3,-6.776,0,0.217,0.28,0,0.101,0.635,157.967,243050,4,233,For My Bros
0.84,0.539,7,-6.146,1,0.0965,0.0423,0.000001,0.124,0.07,140.016,219429,4,234,Dope Game
0.936,0.704,5,-5.47,0,0.457,0.0632,0,0.104,0.566,130.022,214376,4,235,Every Season
0.908,0.499,6,-7.793,0,0.642,0.267,0,0.078,0.114,132.968,278760,4,236,LOST (feat. Kid Cudi)
0.925,0.628,6,-7.587,1,0.131,0.0604,0,0.358,0.81,120.021,222533,4,237,SPEEDBOAT
0.906,0.444,4,-8.692,0,0.384,0.136,0.0000644,0.173,0.678,140.063,235040,4,238,No Heart
0.803,0.719,0,-4.485,1,0.392,0.344,0,0.425,0.549,129.945,238425,4,239,Secure The Bag
0.487,0.789,8,-3.69,1,0.044,0.00947,0.000004,0.189,0.0564,150.007,270715,4,240,STARGAZING
0.77,0.459,9,-6.255,1,0.0646,0.387,0,0.0792,0.418,146.908,169640,4,241,Blue Faces
